Shipping ID,Ship Mode,Courier,Order Date,Delivered Date,Delivery Timing,"City, State and Postal code"
CA-2023-1739440,Same Day,Hero Van,2023-05-21,2023-06-20,Late,Kota Kinabalu-Sabah-88000
CA-2023-1739530,Same Day,Hero Van,2023-05-28,2023-06-17,On time,Kota Kinabalu-Sabah-88000
CA-2023-1740821,Same Day,Parcel Express,2023-05-24,2023-06-03,Early,Kuching-Sarawak-93000
CA-2023-1741997,Same Day,HomeLaju,2023-05-14,2023-06-03,On time,Kuching-Sarawak-93000
CA-2023-1744522,Same Day,HomeLaju,2023-05-11,2023-05-21,#DIV/0!,Kuching-Sarawak-93000
CA-2023-1745378,Standard Class,HomeLaju,2023-05-14,2023-06-13,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-174753,Standard Class,HomeLaju,2023-05-18,2023-05-28,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1748266,Standard Class,Hero Van,2023-05-07,2023-05-27,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1749565,Standard Class,HomeLaju,2023-05-25,2023-06-14,On time,Johor Bahru-Johor-80000
CA-2023-1756378,Standard Class,Parcel Express,2023-05-14,2023-06-03,On time,Johor Bahru-Johor-80000
CA-2023-1756786,Standard Class,HomeLaju,2023-05-26,2023-06-25,Late,Kuching-Sarawak-93000
CA-2023-1756894,Standard Class,Parcel Express,2023-05-21,2023-05-31,Early,Kuching-Sarawak-93000
CA-2023-1757819,Standard Class,Parcel Express,2023-05-11,2023-05-21,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1758488,Standard Class,HomeLaju,2023-05-06,2023-05-26,#DIV/0!,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1758965,Standard Class,HomeLaju,2023-05-26,2023-06-15,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-1759488,Standard Class,HomeLaju,2023-05-28,2023-06-07,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-1762995,Standard Class,Hero Van,2023-05-17,2023-06-16,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-1764202,Standard Class,Hero Van,2023-05-09,2023-05-19,#DIV/0!,Kota Kinabalu-Sabah-88000
CA-2023-1765704,Standard Class,HomeLaju,2023-05-10,2023-05-20,#DIV/0!,Kota Kinabalu-Sabah-88000
CA-2023-1766960,Standard Class,Hero Van,2023-05-22,2023-06-01,#DIV/0!,Kota Kinabalu-Sabah-88000
CA-2023-176702,Standard Class,HomeLaju,2023-05-01,2023-05-31,#DIV/0!,Kuching-Sarawak-93000
CA-2023-1769173,Standard Class,HomeLaju,2023-05-28,2023-06-17,#DIV/0!,Kuching-Sarawak-93000
CA-2023-1769443,Second Class,HomeLaju,2023-05-28,2023-06-07,#DIV/0!,Kota Kinabalu-Sabah-88000
CA-2023-1770529,Second Class,Parcel Express,2023-05-15,2023-06-04,#DIV/0!,Kota Kinabalu-Sabah-88000
CA-2023-1772119,Standard Class,HomeLaju,2023-05-27,2023-06-16,#DIV/0!,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1774989,Standard Class,Hero Van,2023-05-23,2023-06-02,#DIV/0!,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-177722,Standard Class,Hero Van,2023-05-22,2023-06-21,#DIV/0!,George Town-Penang-10200
CA-2023-1782475,Standard Class,HomeLaju,2023-05-12,2023-06-01,#DIV/0!,George Town-Penang-10200
CA-2023-1783533,Standard Class,Hero Van,2023-05-01,2023-05-11,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-1783994,Standard Class,Parcel Express,2023-05-02,2023-05-12,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-1785704,Standard Class,HomeLaju,2023-05-10,2023-05-20,#DIV/0!,Kuching-Sarawak-93000
CA-2023-1785733,Standard Class,Parcel Express,2023-05-02,2023-05-22,#DIV/0!,Kuching-Sarawak-93000
CA-2023-178756,Second Class,Parcel Express,2023-05-08,2023-05-18,#DIV/0!,George Town-Penang-10200
CA-2023-1789787,Second Class,Parcel Express,2023-05-24,2023-06-23,#DIV/0!,George Town-Penang-10200
CA-2023-1793288,Second Class,Parcel Express,2023-05-10,2023-05-30,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-1795764,Second Class,Parcel Express,2023-05-04,2023-06-03,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-1797299,Second Class,HomeLaju,2023-05-03,2023-05-13,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-1797492,Second Class,Parcel Express,2023-05-23,2023-06-02,#DIV/0!,George Town-Penang-10200
CA-2023-1798747,Second Class,Hero Van,2023-05-20,2023-05-30,#DIV/0!,George Town-Penang-10200
CA-2023-1803088,Second Class,Hero Van,2023-05-27,2023-06-06,#DIV/0!,George Town-Penang-10200
CA-2023-1803199,Standard Class,Hero Van,2023-05-26,2023-06-15,On time,Johor Bahru-Johor-80000
CA-2023-180421,Standard Class,Hero Van,2023-05-04,2023-06-03,Late,Johor Bahru-Johor-80000
CA-2023-1804782,Second Class,Parcel Express,2023-05-14,2023-06-03,On time,Kota Kinabalu-Sabah-88000
CA-2023-1805945,Second Class,Hero Van,2023-05-08,2023-05-18,Early,Kota Kinabalu-Sabah-88000
CA-2023-1806466,Second Class,HomeLaju,2023-05-04,2023-05-24,On time,George Town-Penang-10200
CA-2023-1809099,Second Class,Hero Van,2023-05-27,2023-06-06,Early,George Town-Penang-10200
CA-2023-180915,Standard Class,HomeLaju,2023-05-21,2023-06-10,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1810515,Standard Class,Hero Van,2023-05-09,2023-05-29,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1813642,Standard Class,Parcel Express,2023-05-28,2023-06-27,Late,Johor Bahru-Johor-80000
CA-2023-1813796,Standard Class,HomeLaju,2023-05-01,2023-05-21,On time,Johor Bahru-Johor-80000
CA-2023-1815916,Standard Class,Hero Van,2023-05-07,2023-06-06,Late,Johor Bahru-Johor-80000
CA-2023-181818,Standard Class,Parcel Express,2023-05-03,2023-06-02,Late,Kota Kinabalu-Sabah-88000
CA-2023-181953,Standard Class,HomeLaju,2023-05-11,2023-05-21,Early,Kota Kinabalu-Sabah-88000
CA-2023-1819591,Standard Class,Parcel Express,2023-05-25,2023-06-24,Late,Kota Kinabalu-Sabah-88000
CA-2023-1822028,Standard Class,Parcel Express,2023-05-15,2023-05-25,Early,Kuching-Sarawak-93000
CA-2023-1830889,Standard Class,Hero Van,2023-05-03,2023-05-13,Early,Kuching-Sarawak-93000
CA-2023-1831075,Standard Class,HomeLaju,2023-05-01,2023-05-11,Early,Kuching-Sarawak-93000
CA-2023-1833516,Standard Class,Hero Van,2023-05-22,2023-06-01,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1837056,Standard Class,Hero Van,2023-05-11,2023-06-10,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1839540,Standard Class,HomeLaju,2023-05-21,2023-05-31,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1840631,Standard Class,HomeLaju,2023-05-09,2023-06-08,Late,George Town-Penang-10200
CA-2023-1843452,Standard Class,HomeLaju,2023-05-01,2023-05-31,Late,George Town-Penang-10200
CA-2023-1843903,Standard Class,Parcel Express,2023-05-08,2023-06-07,Late,Kota Kinabalu-Sabah-88000
CA-2023-18454,Standard Class,HomeLaju,2023-05-27,2023-06-06,Early,Kota Kinabalu-Sabah-88000
CA-2023-1845901,Standard Class,Hero Van,2023-05-02,2023-05-22,On time,Kuching-Sarawak-93000
CA-2023-1846102,Standard Class,HomeLaju,2023-05-22,2023-06-01,Early,Kuching-Sarawak-93000
CA-2023-1846299,Standard Class,Parcel Express,2023-05-09,2023-05-29,On time,Kuching-Sarawak-93000
CA-2023-1846754,Standard Class,HomeLaju,2023-05-12,2023-06-01,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-184795,Standard Class,Hero Van,2023-05-22,2023-06-01,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1848831,Standard Class,Parcel Express,2023-05-26,2023-06-25,Late,George Town-Penang-10200
CA-2023-1850656,Standard Class,Hero Van,2023-05-16,2023-06-05,On time,George Town-Penang-10200
CA-2023-1851543,Standard Class,Hero Van,2023-05-11,2023-05-31,On time,George Town-Penang-10200
CA-2023-1853894,Standard Class,Parcel Express,2023-05-14,2023-06-13,Late,Johor Bahru-Johor-80000
CA-2023-1860948,Standard Class,Parcel Express,2023-05-19,2023-06-08,On time,Johor Bahru-Johor-80000
CA-2023-1862943,Standard Class,HomeLaju,2023-05-16,2023-05-26,Early,Kota Kinabalu-Sabah-88000
CA-2023-1863541,Standard Class,HomeLaju,2023-05-15,2023-06-14,Late,Kota Kinabalu-Sabah-88000
CA-2023-1863575,Standard Class,HomeLaju,2023-05-02,2023-05-12,Early,Kota Kinabalu-Sabah-88000
CA-2023-1864130,Standard Class,Hero Van,2023-05-13,2023-05-23,Early,Kuching-Sarawak-93000
CA-2023-1864311,Standard Class,Hero Van,2023-05-20,2023-06-19,Late,Kuching-Sarawak-93000
CA-2023-1866196,Standard Class,Hero Van,2023-05-13,2023-05-23,Early,Kuching-Sarawak-93000
CA-2023-1866996,Standard Class,Hero Van,2023-05-02,2023-05-22,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1867008,Standard Class,Parcel Express,2023-05-07,2023-05-17,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1870650,Standard Class,HomeLaju,2023-05-09,2023-05-29,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1871062,Standard Class,HomeLaju,2023-05-23,2023-06-02,Early,Johor Bahru-Johor-80000
CA-2023-1872856,Standard Class,Parcel Express,2023-05-02,2023-06-01,Late,Johor Bahru-Johor-80000
CA-2023-1875137,Standard Class,Parcel Express,2023-05-07,2023-05-17,Early,Johor Bahru-Johor-80000
CA-2023-187564,Standard Class,Hero Van,2023-05-09,2023-05-19,Early,Kota Kinabalu-Sabah-88000
CA-2023-1875756,Standard Class,HomeLaju,2023-05-05,2023-06-04,Late,Kota Kinabalu-Sabah-88000
CA-2023-187577,Second Class,Hero Van,2023-05-11,2023-05-31,On time,Kuching-Sarawak-93000
CA-2023-1876518,Second Class,Parcel Express,2023-05-15,2023-06-04,On time,Kuching-Sarawak-93000
CA-2023-188095,Standard Class,HomeLaju,2023-05-28,2023-06-07,Early,Kota Kinabalu-Sabah-88000
CA-2023-1881243,Standard Class,HomeLaju,2023-05-14,2023-06-03,On time,Kota Kinabalu-Sabah-88000
CA-2023-1883470,Standard Class,HomeLaju,2023-05-23,2023-06-12,On time,Kota Kinabalu-Sabah-88000
CA-2023-1884421,Standard Class,HomeLaju,2023-05-07,2023-06-06,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1886435,Standard Class,HomeLaju,2023-05-02,2023-06-01,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1886693,Standard Class,HomeLaju,2023-05-01,2023-05-11,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1886971,Standard Class,Hero Van,2023-05-02,2023-06-01,Late,George Town-Penang-10200
CA-2023-1887521,Standard Class,HomeLaju,2023-05-12,2023-05-22,Early,George Town-Penang-10200
CA-2023-1889349,Standard Class,Hero Van,2023-05-22,2023-06-21,Late,George Town-Penang-10200
CA-2023-1890271,Standard Class,Parcel Express,2023-05-21,2023-06-10,On time,Johor Bahru-Johor-80000
CA-2023-1891206,Standard Class,Parcel Express,2023-05-19,2023-06-18,Late,Johor Bahru-Johor-80000
CA-2023-1892651,Standard Class,HomeLaju,2023-05-18,2023-05-28,Early,Johor Bahru-Johor-80000
CA-2023-1893192,Second Class,Hero Van,2023-05-04,2023-05-24,On time,Kuching-Sarawak-93000
CA-2023-1893467,Second Class,HomeLaju,2023-05-18,2023-06-17,Late,Kuching-Sarawak-93000
CA-2023-1895117,Second Class,Hero Van,2023-05-03,2023-05-13,Early,George Town-Penang-10200
CA-2023-1896232,Second Class,Hero Van,2023-05-25,2023-06-24,Late,George Town-Penang-10200
CA-2023-1897098,Second Class,Hero Van,2023-05-09,2023-05-19,Early,George Town-Penang-10200
CA-2023-189892,Second Class,Hero Van,2023-05-05,2023-05-15,Early,Johor Bahru-Johor-80000
CA-2023-189959,Second Class,HomeLaju,2023-05-24,2023-06-03,Early,Johor Bahru-Johor-80000
CA-2023-1900032,Second Class,Hero Van,2023-05-12,2023-06-01,On time,Johor Bahru-Johor-80000
CA-2023-1900393,Second Class,Parcel Express,2023-05-08,2023-05-18,Early,Kuching-Sarawak-93000
CA-2023-1900607,Second Class,Hero Van,2023-05-27,2023-06-06,Early,Kuching-Sarawak-93000
CA-2023-1900863,Second Class,HomeLaju,2023-05-04,2023-05-14,Early,Kuching-Sarawak-93000
CA-2023-1901483,Second Class,Hero Van,2023-05-02,2023-06-01,Late,Johor Bahru-Johor-80000
CA-2023-1902474,Second Class,Hero Van,2023-05-10,2023-05-20,Early,Johor Bahru-Johor-80000
CA-2023-1903285,Second Class,Parcel Express,2023-05-09,2023-06-08,Late,Johor Bahru-Johor-80000
CA-2023-1905445,Second Class,HomeLaju,2023-05-06,2023-06-05,Late,Kota Kinabalu-Sabah-88000
CA-2023-190609,Second Class,Hero Van,2023-05-15,2023-06-04,On time,Kota Kinabalu-Sabah-88000
CA-2023-190732,Second Class,Parcel Express,2023-05-12,2023-06-11,Late,Kuching-Sarawak-93000
CA-2023-1909507,Second Class,HomeLaju,2023-05-26,2023-06-15,On time,Kuching-Sarawak-93000
CA-2023-1911356,Second Class,Parcel Express,2023-05-18,2023-05-28,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1912759,Second Class,HomeLaju,2023-05-04,2023-06-03,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1915035,Second Class,Hero Van,2023-05-09,2023-06-08,Late,George Town-Penang-10200
CA-2023-1916432,Second Class,Hero Van,2023-05-08,2023-05-28,On time,George Town-Penang-10200
CA-2023-1916659,Second Class,Hero Van,2023-05-25,2023-06-24,Late,George Town-Penang-10200
CA-2023-1916996,Second Class,Hero Van,2023-05-27,2023-06-26,Late,Johor Bahru-Johor-80000
CA-2023-1918909,Second Class,Hero Van,2023-05-25,2023-06-14,On time,Johor Bahru-Johor-80000
CA-2023-1923068,Second Class,HomeLaju,2023-05-08,2023-05-18,Early,Johor Bahru-Johor-80000
CA-2023-1923122,Standard Class,Parcel Express,2023-05-24,2023-06-03,Early,Kota Kinabalu-Sabah-88000
CA-2023-1924418,Standard Class,Parcel Express,2023-05-13,2023-05-23,Early,Kota Kinabalu-Sabah-88000
CA-2023-1924878,Standard Class,Hero Van,2023-05-03,2023-05-23,On time,Johor Bahru-Johor-80000
CA-2023-192562,Standard Class,Parcel Express,2023-05-23,2023-06-02,Early,Johor Bahru-Johor-80000
CA-2023-1925786,Standard Class,Hero Van,2023-05-20,2023-06-19,Late,Kuching-Sarawak-93000
CA-2023-192615,Standard Class,Parcel Express,2023-05-27,2023-06-26,Late,Kuching-Sarawak-93000
CA-2023-1926778,Standard Class,HomeLaju,2023-05-20,2023-06-09,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1931312,Standard Class,Parcel Express,2023-05-19,2023-06-18,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1931490,Standard Class,Hero Van,2023-05-12,2023-05-22,Early,Kota Kinabalu-Sabah-88000
CA-2023-1933469,Standard Class,Hero Van,2023-05-02,2023-05-22,On time,Kota Kinabalu-Sabah-88000
CA-2023-1934014,Standard Class,Hero Van,2023-05-22,2023-06-01,Early,Kuching-Sarawak-93000
CA-2023-1935930,Standard Class,HomeLaju,2023-05-02,2023-05-12,Early,Kuching-Sarawak-93000
CA-2023-1936061,Standard Class,Hero Van,2023-05-11,2023-05-31,On time,Kuching-Sarawak-93000
CA-2023-1937479,Standard Class,Hero Van,2023-05-08,2023-05-18,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1937723,Standard Class,HomeLaju,2023-05-20,2023-06-09,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1941464,Second Class,Hero Van,2023-05-24,2023-06-13,On time,Kuching-Sarawak-93000
CA-2023-1943331,Second Class,Parcel Express,2023-05-04,2023-05-24,On time,Kuching-Sarawak-93000
CA-2023-194582,Second Class,HomeLaju,2023-05-24,2023-06-13,On time,George Town-Penang-10200
CA-2023-194740,Second Class,Parcel Express,2023-05-15,2023-06-04,On time,George Town-Penang-10200
CA-2023-195174,Second Class,Hero Van,2023-05-14,2023-05-24,Early,Kota Kinabalu-Sabah-88000
CA-2023-1951758,Second Class,HomeLaju,2023-05-15,2023-06-14,Late,Kota Kinabalu-Sabah-88000
CA-2023-1953630,Second Class,Hero Van,2023-05-25,2023-06-24,Late,Kota Kinabalu-Sabah-88000
CA-2023-1955470,Standard Class,Parcel Express,2023-05-13,2023-06-02,On time,Johor Bahru-Johor-80000
CA-2023-1959322,Standard Class,Parcel Express,2023-05-13,2023-06-02,On time,Johor Bahru-Johor-80000
CA-2023-1959370,Standard Class,HomeLaju,2023-05-06,2023-05-26,On time,Johor Bahru-Johor-80000
CA-2023-1959871,Standard Class,Hero Van,2023-05-14,2023-06-13,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1962071,Standard Class,HomeLaju,2023-05-11,2023-06-10,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1962590,Standard Class,Hero Van,2023-05-04,2023-05-24,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1963050,Standard Class,Parcel Express,2023-05-06,2023-05-26,On time,George Town-Penang-10200
CA-2023-1963222,Standard Class,Parcel Express,2023-05-26,2023-06-25,Late,George Town-Penang-10200
CA-2023-1963362,Standard Class,HomeLaju,2023-05-28,2023-06-17,On time,Kota Kinabalu-Sabah-88000
CA-2023-1964381,Standard Class,Parcel Express,2023-05-14,2023-06-03,On time,Kota Kinabalu-Sabah-88000
CA-2023-1966697,Standard Class,Parcel Express,2023-05-09,2023-06-08,Late,Kota Kinabalu-Sabah-88000
CA-2023-1970796,First Class,Hero Van,2023-05-23,2023-06-02,Early,Kuching-Sarawak-93000
CA-2023-1971927,First Class,Hero Van,2023-05-28,2023-06-07,Early,Kuching-Sarawak-93000
CA-2023-1972011,First Class,Hero Van,2023-05-05,2023-05-25,On time,Kuching-Sarawak-93000
CA-2023-1972952,First Class,HomeLaju,2023-05-26,2023-06-05,Early,George Town-Penang-10200
CA-2023-1974631,First Class,Parcel Express,2023-05-12,2023-05-22,Early,George Town-Penang-10200
CA-2023-19748,Second Class,Hero Van,2023-05-14,2023-06-13,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1976938,Second Class,Hero Van,2023-05-28,2023-06-17,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1980536,Standard Class,Hero Van,2023-05-24,2023-06-03,Early,Johor Bahru-Johor-80000
CA-2023-1980610,Standard Class,Hero Van,2023-05-09,2023-05-29,On time,Johor Bahru-Johor-80000
CA-2023-198133,Standard Class,HomeLaju,2023-05-14,2023-06-13,Late,Johor Bahru-Johor-80000
CA-2023-1981541,Standard Class,Hero Van,2023-05-07,2023-06-06,Late,Kota Kinabalu-Sabah-88000
CA-2023-1983342,Standard Class,HomeLaju,2023-05-10,2023-06-09,Late,Kota Kinabalu-Sabah-88000
CA-2023-1983486,Standard Class,Parcel Express,2023-05-08,2023-05-28,On time,Kota Kinabalu-Sabah-88000
CA-2023-1983517,Second Class,Hero Van,2023-05-27,2023-06-06,Early,Kuching-Sarawak-93000
CA-2023-1985809,Second Class,HomeLaju,2023-05-05,2023-06-04,Late,Kuching-Sarawak-93000
CA-2023-1987301,Second Class,Hero Van,2023-05-27,2023-06-26,Late,Kuching-Sarawak-93000
CA-2023-1989105,Standard Class,Parcel Express,2023-05-06,2023-05-26,On time,George Town-Penang-10200
CA-2023-1989889,Standard Class,Hero Van,2023-05-22,2023-06-01,Early,George Town-Penang-10200
CA-2023-1990645,Standard Class,Parcel Express,2023-05-10,2023-05-20,Early,George Town-Penang-10200
CA-2023-19934,Standard Class,Parcel Express,2023-05-24,2023-06-03,Early,Kota Kinabalu-Sabah-88000
CA-2023-1995716,Standard Class,Hero Van,2023-05-17,2023-05-27,Early,Kota Kinabalu-Sabah-88000
CA-2023-1997886,Standard Class,HomeLaju,2023-05-25,2023-06-24,Late,Kota Kinabalu-Sabah-88000
CA-2023-1998091,Standard Class,HomeLaju,2023-05-24,2023-06-13,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1998451,Standard Class,HomeLaju,2023-05-26,2023-06-25,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-199905,Standard Class,Parcel Express,2023-05-05,2023-05-25,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2001320,Standard Class,Parcel Express,2023-05-04,2023-05-24,On time,Johor Bahru-Johor-80000
CA-2023-2001413,Standard Class,HomeLaju,2023-05-24,2023-06-13,On time,Johor Bahru-Johor-80000
CA-2023-2003384,Standard Class,Hero Van,2023-05-18,2023-06-17,Late,Kota Kinabalu-Sabah-88000
CA-2023-2004127,Standard Class,HomeLaju,2023-05-03,2023-05-23,On time,Kota Kinabalu-Sabah-88000
CA-2023-2004700,Standard Class,Hero Van,2023-05-01,2023-05-11,Early,Johor Bahru-Johor-80000
CA-2023-2004908,Standard Class,Hero Van,2023-05-10,2023-05-20,Early,Johor Bahru-Johor-80000
CA-2023-2005233,Standard Class,Parcel Express,2023-05-13,2023-06-02,On time,Kota Kinabalu-Sabah-88000
CA-2023-2006022,Standard Class,HomeLaju,2023-05-27,2023-06-16,On time,Kota Kinabalu-Sabah-88000
CA-2023-2007186,Standard Class,Hero Van,2023-05-20,2023-06-09,On time,Kuching-Sarawak-93000
CA-2023-2008384,Standard Class,Parcel Express,2023-05-27,2023-06-26,Late,Kuching-Sarawak-93000
CA-2023-2008841,Standard Class,Hero Van,2023-05-17,2023-06-06,On time,Kuching-Sarawak-93000
CA-2023-2009163,First Class,Parcel Express,2023-05-11,2023-05-31,On time,George Town-Penang-10200
CA-2023-2009239,First Class,Parcel Express,2023-05-13,2023-05-23,Early,George Town-Penang-10200
CA-2023-2009562,Standard Class,Hero Van,2023-05-19,2023-05-29,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2011675,Standard Class,Parcel Express,2023-05-09,2023-05-19,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2012949,Standard Class,HomeLaju,2023-05-06,2023-06-05,Late,Kota Kinabalu-Sabah-88000
CA-2023-2014115,Standard Class,Hero Van,2023-05-21,2023-05-31,Early,Kota Kinabalu-Sabah-88000
CA-2023-2015211,Standard Class,HomeLaju,2023-05-22,2023-06-21,Late,Kuching-Sarawak-93000
CA-2023-2015593,Standard Class,HomeLaju,2023-05-19,2023-06-18,Late,Kuching-Sarawak-93000
CA-2023-2016688,Standard Class,Hero Van,2023-05-06,2023-06-05,Late,Kuching-Sarawak-93000
CA-2023-2016910,Standard Class,HomeLaju,2023-05-19,2023-06-18,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2017096,Standard Class,HomeLaju,2023-05-27,2023-06-06,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2019215,Standard Class,HomeLaju,2023-05-09,2023-06-08,Late,George Town-Penang-10200
CA-2023-2020059,Standard Class,Parcel Express,2023-05-15,2023-06-04,On time,George Town-Penang-10200
CA-2023-2022499,Standard Class,Hero Van,2023-05-09,2023-05-29,On time,George Town-Penang-10200
CA-2023-202409,First Class,Hero Van,2023-05-07,2023-05-27,On time,Johor Bahru-Johor-80000
CA-2023-2026617,First Class,HomeLaju,2023-05-01,2023-05-31,Late,Johor Bahru-Johor-80000
CA-2023-2028266,First Class,HomeLaju,2023-05-01,2023-05-11,Early,Kuching-Sarawak-93000
CA-2023-2028863,First Class,Hero Van,2023-05-26,2023-06-15,On time,Kuching-Sarawak-93000
CA-2023-2030691,First Class,Hero Van,2023-05-22,2023-06-11,On time,Kuching-Sarawak-93000
CA-2023-2034130,Standard Class,Hero Van,2023-05-17,2023-06-16,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-203420,Standard Class,HomeLaju,2023-05-14,2023-06-13,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2036661,Standard Class,HomeLaju,2023-05-04,2023-05-24,On time,George Town-Penang-10200
CA-2023-2041303,Standard Class,Parcel Express,2023-05-01,2023-05-31,Late,George Town-Penang-10200
CA-2023-204604,Standard Class,HomeLaju,2023-05-18,2023-06-07,On time,Kota Kinabalu-Sabah-88000
CA-2023-2046793,Standard Class,HomeLaju,2023-05-24,2023-06-03,Early,Kota Kinabalu-Sabah-88000
CA-2023-2047320,Standard Class,Parcel Express,2023-05-07,2023-06-06,Late,Kota Kinabalu-Sabah-88000
CA-2023-2048072,Standard Class,Parcel Express,2023-05-20,2023-05-30,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2050021,Standard Class,Hero Van,2023-05-18,2023-06-07,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2050349,Second Class,HomeLaju,2023-05-10,2023-05-20,Early,George Town-Penang-10200
CA-2023-2052650,Second Class,HomeLaju,2023-05-12,2023-06-01,On time,George Town-Penang-10200
CA-2023-2054343,Standard Class,Hero Van,2023-05-27,2023-06-06,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-2055986,Standard Class,HomeLaju,2023-05-07,2023-05-17,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-2056879,Standard Class,HomeLaju,2023-05-20,2023-06-19,#DIV/0!,Johor Bahru-Johor-80000
CA-2023-2057982,Second Class,HomeLaju,2023-05-22,2023-06-21,#DIV/0!,Kota Kinabalu-Sabah-88000
CA-2023-2058012,Second Class,Hero Van,2023-05-03,2023-06-02,#DIV/0!,Kota Kinabalu-Sabah-88000
CA-2023-2059014,Second Class,Hero Van,2023-05-02,2023-05-12,#DIV/0!,Kota Kinabalu-Sabah-88000
CA-2023-2059549,Second Class,Hero Van,2023-05-26,2023-06-05,#DIV/0!,Kuching-Sarawak-93000
CA-2023-2061850,Second Class,Parcel Express,2023-05-21,2023-06-10,#DIV/0!,Kuching-Sarawak-93000
CA-2023-2061928,Second Class,Hero Van,2023-05-02,2023-05-22,#DIV/0!,George Town-Penang-10200
CA-2023-206203,Second Class,Hero Van,2023-05-21,2023-06-10,#DIV/0!,George Town-Penang-10200
CA-2023-2062846,Second Class,Hero Van,2023-05-23,2023-06-12,#DIV/0!,George Town-Penang-10200
CA-2023-2064095,Standard Class,Parcel Express,2023-05-03,2023-06-02,#DIV/0!,Kota Kinabalu-Sabah-88000
CA-2023-2066202,Standard Class,HomeLaju,2023-05-03,2023-05-23,On time,Kota Kinabalu-Sabah-88000
CA-2023-2066241,First Class,Parcel Express,2023-05-09,2023-05-29,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2067747,First Class,Hero Van,2023-05-21,2023-05-31,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-2068320,First Class,Hero Van,2023-05-24,2023-06-23,Late,Kuala Lumpur-Wilayah Persekutuan-50000
