Order ID,Order Date,Ship Code,Ship Reference Number,Shipping ID,Payment method,Customer ID,Product Category ID,Sales,Quantity,Discount,Profit
OD0925,2023-05-11,CA-2023,1664743,CA-2023-1664743,E-wallet,CS0316,OS007,15.552,3,0.2,5.4432
OD0926,2023-05-20,CA-2023,1666550,CA-2023-1666550,Visa,CS0317,OS002,99.136,4,0.2,8.6744
OD0927,2023-05-26,CA-2023,1667113,CA-2023-1667113,Visa,CS0317,OS002,99.136,4,0.2,8.6744
OD0928,2023-05-06,CA-2023,166835,CA-2023-166835,Visa,CS0318,FUR002,135.882,1,0.1,24.1568
OD0929,2023-05-28,CA-2023,1669043,CA-2023-1669043,E-wallet,CS0318,FUR002,135.882,1,0.1,24.1568
OD0930,2023-05-03,CA-2023,166933,CA-2023-166933,Mastercard,CS0319,TEC003,3991.98,2,0,1995.99
OD0931,2023-05-25,CA-2023,1670366,CA-2023-1670366,Mastercard,CS0319,TEC003,3991.98,2,0,1995.99
OD0932,2023-05-14,CA-2023,167051,CA-2023-167051,Visa,CS0322,OS008,43.57,1,0,13.071
OD0933,2023-05-20,CA-2023,1670833,CA-2023-1670833,Visa,CS0322,OS008,43.57,1,0,13.071
OD0934,2023-05-13,CA-2023,1671754,CA-2023-1671754,Mastercard,CS0322,OS008,43.57,1,0,13.071
OD0935,2023-05-24,CA-2023,1672791,CA-2023-1672791,Visa,CS0323,OS005,7.16,2,0,3.58
OD0936,2023-05-24,CA-2023,1673093,CA-2023-1673093,Mastercard,CS0323,OS005,7.16,2,0,3.58
OD0937,2023-05-23,CA-2023,1673773,CA-2023-1673773,E-wallet,CS0325,TEC001,99.99,1,0,34.9965
OD0938,2023-05-23,CA-2023,167381,CA-2023-167381,Visa,CS0325,TEC001,99.99,1,0,34.9965
OD0939,2023-05-02,CA-2023,167395,CA-2023-167395,Visa,CS0330,OS006,100.24,10,0.2,33.831
OD0940,2023-05-15,CA-2023,1673969,CA-2023-1673969,Mastercard,CS0330,OS006,100.24,10,0.2,33.831
OD0941,2023-05-27,CA-2023,1674565,CA-2023-1674565,Visa,CS0337,OS003,14.368,4,0.2,4.49
OD0942,2023-05-11,CA-2023,1677155,CA-2023-1677155,Mastercard,CS0337,OS003,14.368,4,0.2,4.49
OD0943,2023-05-13,CA-2023,1677189,CA-2023-1677189,Visa,CS0338,OS003,7.712,2,0.2,2.7956
OD0944,2023-05-11,CA-2023,1678768,CA-2023-1678768,E-wallet,CS0338,OS003,7.712,2,0.2,2.7956
OD0945,2023-05-23,CA-2023,1679866,CA-2023-1679866,Mastercard,CS0338,OS003,7.712,2,0.2,2.7956
OD0946,2023-05-25,CA-2023,1680517,CA-2023-1680517,Visa,CS0339,FUR004,698.352,3,0.2,-17.4588
OD0947,2023-05-15,CA-2023,168109,CA-2023-168109,Visa,CS0339,FUR004,698.352,3,0.2,-17.4588
OD0948,2023-05-10,CA-2023,1682572,CA-2023-1682572,Mastercard,CS0340,OS005,4.96,4,0,2.3312
OD0949,2023-05-21,CA-2023,168403,CA-2023-168403,Visa,CS0340,OS005,4.96,4,0,2.3312
OD0950,2023-05-08,CA-2023,168641,CA-2023-168641,Mastercard,CS0341,OS002,17.856,4,0.2,1.116
OD0951,2023-05-05,CA-2023,168858,CA-2023-168858,Visa,CS0341,OS002,17.856,4,0.2,1.116
OD0952,2023-05-12,CA-2023,1689445,CA-2023-1689445,Mastercard,CS0341,OS002,17.856,4,0.2,1.116
OD0953,2023-05-02,CA-2023,1689748,CA-2023-1689748,Visa,CS0342,OS003,509.97,10,0.7,-407.976
OD0954,2023-05-08,CA-2023,1689749,CA-2023-1689749,Mastercard,CS0342,OS003,509.97,10,0.7,-407.976
OD0955,2023-05-28,CA-2023,1690070,CA-2023-1690070,Mastercard,CS0343,OS005,30.992,13,0.2,10.0724
OD0956,2023-05-12,CA-2023,1692150,CA-2023-1692150,Visa,CS0343,OS005,30.992,13,0.2,10.0724
OD0957,2023-05-16,CA-2023,1692879,CA-2023-1692879,Mastercard,CS0344,TEC004,71.928,12,0.4,8.3916
OD0958,2023-05-09,CA-2023,169693,CA-2023-169693,Mastercard,CS0344,TEC004,71.928,12,0.4,8.3916
OD0959,2023-05-15,CA-2023,1698615,CA-2023-1698615,Mastercard,CS0345,OS008,88.8,4,0.2,-2.22
OD0960,2023-05-02,CA-2023,1700472,CA-2023-1700472,Visa,CS0345,OS008,88.8,4,0.2,-2.22
OD0961,2023-05-10,CA-2023,170189,CA-2023-170189,Visa,CS0346,TEC004,47.976,3,0.2,4.7976
OD0962,2023-05-23,CA-2023,1703530,CA-2023-1703530,Visa,CS0346,TEC004,47.976,3,0.2,4.7976
OD0963,2023-05-08,CA-2023,1703980,CA-2023-1703980,E-wallet,CS0346,TEC004,47.976,3,0.2,4.7976
OD0964,2023-05-04,CA-2023,1704656,CA-2023-1704656,Mastercard,CS0347,OS002,7.56,3,0,3.0996
OD0965,2023-05-28,CA-2023,1706995,CA-2023-1706995,Visa,CS0347,OS002,7.56,3,0,3.0996
OD0966,2023-05-14,CA-2023,1707776,CA-2023-1707776,Mastercard,CS0347,OS002,7.56,3,0,3.0996
OD0967,2023-05-20,CA-2023,1708621,CA-2023-1708621,Mastercard,CS0348,OS007,24.56,2,0,11.5432
OD0968,2023-05-06,CA-2023,1708826,CA-2023-1708826,Mastercard,CS0348,OS007,24.56,2,0,11.5432
OD0969,2023-05-17,CA-2023,1708899,CA-2023-1708899,Visa,CS0349,OS002,12.96,2,0,4.1472
OD0970,2023-05-19,CA-2023,1709135,CA-2023-1709135,Visa,CS0349,OS002,12.96,2,0,4.1472
OD0971,2023-05-18,CA-2023,1711052,CA-2023-1711052,Visa,CS0349,OS002,12.96,2,0,4.1472
OD0972,2023-05-11,CA-2023,1711324,CA-2023-1711324,Mastercard,CS0350,TEC001,6.79,1,0,2.3086
OD0973,2023-05-14,CA-2023,1713082,CA-2023-1713082,Visa,CS0350,TEC001,6.79,1,0,2.3086
OD0974,2023-05-06,CA-2023,1714826,CA-2023-1714826,Visa,CS0350,TEC001,6.79,1,0,2.3086
OD0975,2023-05-04,CA-2023,1715166,CA-2023-1715166,Visa,CS0351,OS007,24.56,2,0,11.5432
OD0976,2023-05-20,CA-2023,1716437,CA-2023-1716437,Mastercard,CS0351,OS007,24.56,2,0,11.5432
OD0977,2023-05-05,CA-2023,1716805,CA-2023-1716805,Visa,CS0351,OS007,24.56,2,0,11.5432
OD0978,2023-05-28,CA-2023,1718402,CA-2023-1718402,Mastercard,CS0352,OS003,3.048,1,0.2,1.0668
OD0979,2023-05-04,CA-2023,1718816,CA-2023-1718816,Visa,CS0352,OS003,3.048,1,0.2,1.0668
OD0980,2023-05-28,CA-2023,1719500,CA-2023-1719500,Visa,CS0353,OS007,49.12,4,0,23.0864
OD0981,2023-05-27,CA-2023,1720747,CA-2023-1720747,Visa,CS0353,OS007,49.12,4,0,23.0864
OD0982,2023-05-11,CA-2023,1723119,CA-2023-1723119,Mastercard,CS0355,FUR001,388.704,6,0.2,-4.8588
OD0983,2023-05-14,CA-2023,1723553,CA-2023-1723553,Visa,CS0355,FUR001,388.704,6,0.2,-4.8588
OD0984,2023-05-07,CA-2023,1726403,CA-2023-1726403,Visa,CS0359,OS007,36.24,5,0.2,11.325
OD0985,2023-05-23,CA-2023,1727389,CA-2023-1727389,Mastercard,CS0359,OS007,36.24,5,0.2,11.325
OD0986,2023-05-16,CA-2023,1728600,CA-2023-1728600,Mastercard,CS0360,OS001,647.84,8,0,168.4384
OD0987,2023-05-04,CA-2023,1729213,CA-2023-1729213,Mastercard,CS0360,OS001,647.84,8,0,168.4384
OD0988,2023-05-09,CA-2023,1729427,CA-2023-1729427,Mastercard,CS0360,OS001,647.84,8,0,168.4384
OD0989,2023-05-16,CA-2023,173009,CA-2023-173009,E-wallet,CS0361,OS006,20.7,2,0,9.936
OD0990,2023-05-15,CA-2023,1730453,CA-2023-1730453,Mastercard,CS0361,OS006,20.7,2,0,9.936
OD0991,2023-05-18,CA-2023,1731162,CA-2023-1731162,E-wallet,CS0367,OS003,23.2,4,0,10.44
OD0992,2023-05-04,CA-2023,1732485,CA-2023-1732485,Mastercard,CS0367,OS003,23.2,4,0,10.44
OD0993,2023-05-21,CA-2023,1733533,CA-2023-1733533,Mastercard,CS0368,OS009,7.36,2,0,0.1472
OD0994,2023-05-14,CA-2023,1737662,CA-2023-1737662,Mastercard,CS0368,OS009,7.36,2,0,0.1472
OD0995,2023-05-13,CA-2023,1738171,CA-2023-1738171,Visa,CS0368,OS009,7.36,2,0,0.1472
OD0996,2023-05-21,CA-2023,1739440,CA-2023-1739440,Visa,CS0369,OS008,104.79,7,0,29.3412
OD0997,2023-05-28,CA-2023,1739530,CA-2023-1739530,Mastercard,CS0369,OS008,104.79,7,0,29.3412
OD0998,2023-05-24,CA-2023,1740821,CA-2023-1740821,Mastercard,CS0370,FUR001,1043.92,4,0,271.4192
OD0999,2023-05-14,CA-2023,1741997,CA-2023-1741997,Mastercard,CS0370,FUR001,1043.92,4,0,271.4192
OD1000,2023-05-11,CA-2023,1744522,CA-2023-1744522,Mastercard,CS0370,FUR001,1043.92,4,0,271.4192
OD1001,2023-05-14,CA-2023,1745378,CA-2023-1745378,Mastercard,CS0371,OS007,25.92,5,0.2,9.396
OD1002,2023-05-18,CA-2023,174753,CA-2023-174753,Visa,CS0371,OS007,25.92,5,0.2,9.396
OD1003,2023-05-07,CA-2023,1748266,CA-2023-1748266,Mastercard,CS0371,OS007,25.92,5,0.2,9.396
OD1004,2023-05-25,CA-2023,1749565,CA-2023-1749565,Visa,CS0373,OS003,8.16,5,0.7,-5.712
OD1005,2023-05-14,CA-2023,1756378,CA-2023-1756378,Mastercard,CS0373,OS003,8.16,5,0.7,-5.712
OD1006,2023-05-26,CA-2023,1756786,CA-2023-1756786,Visa,CS0375,OS002,9.24,1,0.2,0.924
OD1007,2023-05-21,CA-2023,1756894,CA-2023-1756894,Mastercard,CS0375,OS002,9.24,1,0.2,0.924
OD1008,2023-05-11,CA-2023,1757819,CA-2023-1757819,Mastercard,CS0376,TEC001,479.04,10,0.2,-29.94
OD1009,2023-05-06,CA-2023,1758488,CA-2023-1758488,Visa,CS0376,TEC001,479.04,10,0.2,-29.94
OD1010,2023-05-26,CA-2023,1758965,CA-2023-1758965,Mastercard,CS0378,FUR004,1488.424,7,0.3,-297.6848
OD1011,2023-05-28,CA-2023,1759488,CA-2023-1759488,Mastercard,CS0378,FUR004,1488.424,7,0.3,-297.6848
OD1012,2023-05-17,CA-2023,1762995,CA-2023-1762995,E-wallet,CS0378,FUR004,1488.424,7,0.3,-297.6848
OD1013,2023-05-09,CA-2023,1764202,CA-2023-1764202,Visa,CS0379,OS001,8.652,3,0.8,-20.3322
OD1014,2023-05-10,CA-2023,1765704,CA-2023-1765704,Mastercard,CS0379,OS001,8.652,3,0.8,-20.3322
OD1015,2023-05-22,CA-2023,1766960,CA-2023-1766960,Visa,CS0379,OS001,8.652,3,0.8,-20.3322
OD1016,2023-05-01,CA-2023,176702,CA-2023-176702,Visa,CS0380,OS008,23.832,3,0.2,2.6811
OD1017,2023-05-28,CA-2023,1769173,CA-2023-1769173,Mastercard,CS0380,OS008,23.832,3,0.2,2.6811
OD1018,2023-05-28,CA-2023,1769443,CA-2023-1769443,Mastercard,CS0384,TEC001,41.9,2,0,8.799
OD1019,2023-05-15,CA-2023,1770529,CA-2023-1770529,Mastercard,CS0384,TEC001,41.9,2,0,8.799
OD1020,2023-05-27,CA-2023,1772119,CA-2023-1772119,Mastercard,CS0386,TEC001,83.976,3,0.2,-1.0497
OD1021,2023-05-23,CA-2023,1774989,CA-2023-1774989,Visa,CS0386,TEC001,83.976,3,0.2,-1.0497
OD1022,2023-05-22,CA-2023,177722,CA-2023-177722,Visa,CS0387,TEC003,482.34,4,0.7,-337.638
OD1023,2023-05-12,CA-2023,1782475,CA-2023-1782475,E-wallet,CS0387,TEC003,482.34,4,0.7,-337.638
OD1024,2023-05-01,CA-2023,1783533,CA-2023-1783533,Mastercard,CS0388,FUR003,2.96,1,0.2,0.777
OD1025,2023-05-02,CA-2023,1783994,CA-2023-1783994,Visa,CS0388,FUR003,2.96,1,0.2,0.777
OD1026,2023-05-10,CA-2023,1785704,CA-2023-1785704,E-wallet,CS0390,OS003,23.36,4,0.2,7.884
OD1027,2023-05-02,CA-2023,1785733,CA-2023-1785733,Visa,CS0390,OS003,23.36,4,0.2,7.884
OD1028,2023-05-08,CA-2023,178756,CA-2023-178756,Visa,CS0392,TEC004,246.384,2,0.2,27.7182
OD1029,2023-05-24,CA-2023,1789787,CA-2023-1789787,Visa,CS0392,TEC004,246.384,2,0.2,27.7182
OD1030,2023-05-10,CA-2023,1793288,CA-2023-1793288,Mastercard,CS0393,TEC002,1799.97,3,0,701.9883
OD1031,2023-05-04,CA-2023,1795764,CA-2023-1795764,Visa,CS0393,TEC002,1799.97,3,0,701.9883
OD1032,2023-05-03,CA-2023,1797299,CA-2023-1797299,Visa,CS0393,TEC002,1799.97,3,0,701.9883
OD1033,2023-05-23,CA-2023,1797492,CA-2023-1797492,Mastercard,CS0397,OS007,12.96,2,0,6.2208
OD1034,2023-05-20,CA-2023,1798747,CA-2023-1798747,Visa,CS0397,OS007,12.96,2,0,6.2208
OD1035,2023-05-27,CA-2023,1803088,CA-2023-1803088,Mastercard,CS0397,OS007,12.96,2,0,6.2208
OD1036,2023-05-26,CA-2023,1803199,CA-2023-1803199,Mastercard,CS0398,OS009,70.12,4,0,21.036
OD1037,2023-05-04,CA-2023,180421,CA-2023-180421,Visa,CS0398,OS009,70.12,4,0,21.036
OD1038,2023-05-14,CA-2023,1804782,CA-2023-1804782,Visa,CS0399,OS008,35.952,3,0.2,3.5952
OD1039,2023-05-08,CA-2023,1805945,CA-2023-1805945,Visa,CS0399,OS008,35.952,3,0.2,3.5952
OD1040,2023-05-04,CA-2023,1806466,CA-2023-1806466,E-wallet,CS0402,TEC001,57.584,2,0.2,0.7198
OD1041,2023-05-27,CA-2023,1809099,CA-2023-1809099,Visa,CS0402,TEC001,57.584,2,0.2,0.7198
OD1042,2023-05-21,CA-2023,180915,CA-2023-180915,Mastercard,CS0406,TEC001,179.95,5,0,37.7895
OD1043,2023-05-09,CA-2023,1810515,CA-2023-1810515,Mastercard,CS0406,TEC001,179.95,5,0,37.7895
OD1044,2023-05-28,CA-2023,1813642,CA-2023-1813642,E-wallet,CS0408,OS007,27.15,5,0,13.3035
OD1045,2023-05-01,CA-2023,1813796,CA-2023-1813796,Mastercard,CS0408,OS007,27.15,5,0,13.3035
OD1046,2023-05-07,CA-2023,1815916,CA-2023-1815916,Mastercard,CS0408,OS007,27.15,5,0,13.3035
OD1047,2023-05-03,CA-2023,181818,CA-2023-181818,Visa,CS0409,FUR004,1004.024,7,0.2,-112.9527
OD1048,2023-05-11,CA-2023,181953,CA-2023-181953,Visa,CS0409,FUR004,1004.024,7,0.2,-112.9527
OD1049,2023-05-25,CA-2023,1819591,CA-2023-1819591,Mastercard,CS0409,FUR004,1004.024,7,0.2,-112.9527
OD1050,2023-05-15,CA-2023,1822028,CA-2023-1822028,E-wallet,CS0410,OS007,9.68,1,0,4.6464
OD1051,2023-05-03,CA-2023,1830889,CA-2023-1830889,Mastercard,CS0410,OS007,9.68,1,0,4.6464
OD1052,2023-05-01,CA-2023,1831075,CA-2023-1831075,Visa,CS0410,OS007,9.68,1,0,4.6464
OD1053,2023-05-22,CA-2023,1833516,CA-2023-1833516,Mastercard,CS0411,OS006,28.35,9,0,13.608
OD1054,2023-05-11,CA-2023,1837056,CA-2023-1837056,Visa,CS0411,OS006,28.35,9,0,13.608
OD1055,2023-05-21,CA-2023,1839540,CA-2023-1839540,Mastercard,CS0411,OS006,28.35,9,0,13.608
OD1056,2023-05-09,CA-2023,1840631,CA-2023-1840631,Mastercard,CS0412,OS007,55.98,1,0,27.4302
OD1057,2023-05-01,CA-2023,1843452,CA-2023-1843452,Mastercard,CS0412,OS007,55.98,1,0,27.4302
OD1058,2023-05-08,CA-2023,1843903,CA-2023-1843903,Mastercard,CS0414,FUR002,113.568,2,0.2,-18.4548
OD1059,2023-05-27,CA-2023,18454,CA-2023-18454,E-wallet,CS0414,FUR002,113.568,2,0.2,-18.4548
OD1060,2023-05-02,CA-2023,1845901,CA-2023-1845901,Mastercard,CS0415,OS007,139.86,7,0,65.7342
OD1061,2023-05-22,CA-2023,1846102,CA-2023-1846102,Visa,CS0415,OS007,139.86,7,0,65.7342
OD1062,2023-05-09,CA-2023,1846299,CA-2023-1846299,Mastercard,CS0415,OS007,139.86,7,0,65.7342
OD1063,2023-05-12,CA-2023,1846754,CA-2023-1846754,Visa,CS0416,FUR002,307.136,4,0.2,26.8744
OD1064,2023-05-22,CA-2023,184795,CA-2023-184795,Visa,CS0416,FUR002,307.136,4,0.2,26.8744
OD1065,2023-05-26,CA-2023,1848831,CA-2023-1848831,Visa,CS0417,OS002,95.92,8,0,25.8984
OD1066,2023-05-16,CA-2023,1850656,CA-2023-1850656,Mastercard,CS0417,OS002,95.92,8,0,25.8984
OD1067,2023-05-11,CA-2023,1851543,CA-2023-1851543,E-wallet,CS0417,OS002,95.92,8,0,25.8984
OD1068,2023-05-14,CA-2023,1853894,CA-2023-1853894,E-wallet,CS0418,FUR002,383.8,5,0.2,38.38
OD1069,2023-05-19,CA-2023,1860948,CA-2023-1860948,Mastercard,CS0418,FUR002,383.8,5,0.2,38.38
OD1070,2023-05-16,CA-2023,1862943,CA-2023-1862943,Visa,CS0419,OS007,5.78,1,0,2.8322
OD1071,2023-05-15,CA-2023,1863541,CA-2023-1863541,Mastercard,CS0419,OS007,5.78,1,0,2.8322
OD1072,2023-05-02,CA-2023,1863575,CA-2023-1863575,Visa,CS0419,OS007,5.78,1,0,2.8322
OD1073,2023-05-13,CA-2023,1864130,CA-2023-1864130,Mastercard,CS0420,OS002,9.32,4,0,2.7028
OD1074,2023-05-20,CA-2023,1864311,CA-2023-1864311,Mastercard,CS0420,OS002,9.32,4,0,2.7028
OD1075,2023-05-13,CA-2023,1866196,CA-2023-1866196,Visa,CS0420,OS002,9.32,4,0,2.7028
OD1076,2023-05-02,CA-2023,1866996,CA-2023-1866996,E-wallet,CS0421,OS004,15.25,1,0,7.015
OD1077,2023-05-07,CA-2023,1867008,CA-2023-1867008,E-wallet,CS0421,OS004,15.25,1,0,7.015
OD1078,2023-05-09,CA-2023,1870650,CA-2023-1870650,Mastercard,CS0421,OS004,15.25,1,0,7.015
OD1079,2023-05-23,CA-2023,1871062,CA-2023-1871062,Mastercard,CS0423,FUR003,56.56,4,0,14.7056
OD1080,2023-05-02,CA-2023,1872856,CA-2023-1872856,Mastercard,CS0423,FUR003,56.56,4,0,14.7056
OD1081,2023-05-07,CA-2023,1875137,CA-2023-1875137,Visa,CS0423,FUR003,56.56,4,0,14.7056
OD1082,2023-05-09,CA-2023,187564,CA-2023-187564,Visa,CS0424,OS008,32.7,3,0,8.502
OD1083,2023-05-05,CA-2023,1875756,CA-2023-1875756,Visa,CS0424,OS008,32.7,3,0,8.502
OD1084,2023-05-11,CA-2023,187577,CA-2023-187577,Mastercard,CS0425,FUR002,866.4,4,0,225.264
OD1085,2023-05-15,CA-2023,1876518,CA-2023-1876518,Visa,CS0425,FUR002,866.4,4,0,225.264
OD1086,2023-05-28,CA-2023,188095,CA-2023-188095,Visa,CS0429,OS002,6.672,6,0.2,0.5004
OD1087,2023-05-14,CA-2023,1881243,CA-2023-1881243,Mastercard,CS0429,OS002,6.672,6,0.2,0.5004
OD1088,2023-05-23,CA-2023,1883470,CA-2023-1883470,Mastercard,CS0429,OS002,6.672,6,0.2,0.5004
OD1089,2023-05-07,CA-2023,1884421,CA-2023-1884421,Mastercard,CS0431,TEC001,408.744,7,0.2,76.6395
OD1090,2023-05-02,CA-2023,1886435,CA-2023-1886435,Mastercard,CS0431,TEC001,408.744,7,0.2,76.6395
OD1091,2023-05-01,CA-2023,1886693,CA-2023-1886693,Visa,CS0431,TEC001,408.744,7,0.2,76.6395
OD1092,2023-05-02,CA-2023,1886971,CA-2023-1886971,Visa,CS0432,TEC001,291.96,5,0.2,54.7425
OD1093,2023-05-12,CA-2023,1887521,CA-2023-1887521,Mastercard,CS0432,TEC001,291.96,5,0.2,54.7425
OD1094,2023-05-22,CA-2023,1889349,CA-2023-1889349,Mastercard,CS0432,TEC001,291.96,5,0.2,54.7425
OD1095,2023-05-21,CA-2023,1890271,CA-2023-1890271,Mastercard,CS0433,OS008,4.768,2,0.2,-0.7748
OD1096,2023-05-19,CA-2023,1891206,CA-2023-1891206,Visa,CS0433,OS008,4.768,2,0.2,-0.7748
OD1097,2023-05-18,CA-2023,1892651,CA-2023-1892651,Mastercard,CS0433,OS008,4.768,2,0.2,-0.7748
OD1098,2023-05-04,CA-2023,1893192,CA-2023-1893192,Visa,CS0440,FUR002,207.846,3,0.1,2.3094
OD1099,2023-05-18,CA-2023,1893467,CA-2023-1893467,Visa,CS0440,FUR002,207.846,3,0.1,2.3094
OD1100,2023-05-03,CA-2023,1895117,CA-2023-1895117,Mastercard,CS0442,OS008,194.94,3,0,23.3928
OD1101,2023-05-25,CA-2023,1896232,CA-2023-1896232,Visa,CS0442,OS008,194.94,3,0,23.3928
OD1102,2023-05-09,CA-2023,1897098,CA-2023-1897098,Mastercard,CS0442,OS008,194.94,3,0,23.3928
OD1103,2023-05-05,CA-2023,189892,CA-2023-189892,Mastercard,CS0443,OS008,70.95,3,0,20.5755
OD1104,2023-05-24,CA-2023,189959,CA-2023-189959,Visa,CS0443,OS008,70.95,3,0,20.5755
OD1105,2023-05-12,CA-2023,1900032,CA-2023-1900032,Visa,CS0443,OS008,70.95,3,0,20.5755
OD1106,2023-05-08,CA-2023,1900393,CA-2023-1900393,Mastercard,CS0445,FUR002,242.94,3,0,29.1528
OD1107,2023-05-27,CA-2023,1900607,CA-2023-1900607,Visa,CS0445,FUR002,242.94,3,0,29.1528
OD1108,2023-05-04,CA-2023,1900863,CA-2023-1900863,Mastercard,CS0445,FUR002,242.94,3,0,29.1528
OD1109,2023-05-02,CA-2023,1901483,CA-2023-1901483,E-wallet,CS0448,OS002,59.52,3,0,15.4752
OD1110,2023-05-10,CA-2023,1902474,CA-2023-1902474,Mastercard,CS0448,OS002,59.52,3,0,15.4752
OD1111,2023-05-09,CA-2023,1903285,CA-2023-1903285,Mastercard,CS0448,OS002,59.52,3,0,15.4752
OD1112,2023-05-06,CA-2023,1905445,CA-2023-1905445,Visa,CS0449,OS008,161.94,3,0,9.7164
OD1113,2023-05-15,CA-2023,190609,CA-2023-190609,Visa,CS0449,OS008,161.94,3,0,9.7164
OD1114,2023-05-12,CA-2023,190732,CA-2023-190732,Mastercard,CS0450,OS002,263.88,6,0,71.2476
OD1115,2023-05-26,CA-2023,1909507,CA-2023-1909507,Mastercard,CS0450,OS002,263.88,6,0,71.2476
OD1116,2023-05-18,CA-2023,1911356,CA-2023-1911356,Visa,CS0451,OS002,30.48,3,0,7.9248
OD1117,2023-05-04,CA-2023,1912759,CA-2023-1912759,Mastercard,CS0451,OS002,30.48,3,0,7.9248
OD1118,2023-05-09,CA-2023,1915035,CA-2023-1915035,Mastercard,CS0452,OS002,9.84,3,0,2.8536
OD1119,2023-05-08,CA-2023,1916432,CA-2023-1916432,Mastercard,CS0452,OS002,9.84,3,0,2.8536
OD1120,2023-05-25,CA-2023,1916659,CA-2023-1916659,Visa,CS0452,OS002,9.84,3,0,2.8536
OD1121,2023-05-27,CA-2023,1916996,CA-2023-1916996,Mastercard,CS0453,TEC004,35.12,4,0,9.1312
OD1122,2023-05-25,CA-2023,1918909,CA-2023-1918909,Visa,CS0453,TEC004,35.12,4,0,9.1312
OD1123,2023-05-08,CA-2023,1923068,CA-2023-1923068,Mastercard,CS0453,TEC004,35.12,4,0,9.1312
OD1124,2023-05-24,CA-2023,1923122,CA-2023-1923122,Mastercard,CS0454,FUR004,284.364,2,0.4,-75.8304
OD1125,2023-05-13,CA-2023,1924418,CA-2023-1924418,Mastercard,CS0454,FUR004,284.364,2,0.4,-75.8304
OD1126,2023-05-03,CA-2023,1924878,CA-2023-1924878,Visa,CS0458,FUR002,747.558,3,0.3,-96.1146
OD1127,2023-05-23,CA-2023,192562,CA-2023-192562,Mastercard,CS0458,FUR002,747.558,3,0.3,-96.1146
OD1128,2023-05-20,CA-2023,1925786,CA-2023-1925786,Mastercard,CS0460,OS001,103.92,4,0,36.372
OD1129,2023-05-27,CA-2023,192615,CA-2023-192615,Mastercard,CS0460,OS001,103.92,4,0,36.372
OD1130,2023-05-20,CA-2023,1926778,CA-2023-1926778,Mastercard,CS0461,TEC001,899.91,9,0,377.9622
OD1131,2023-05-19,CA-2023,1931312,CA-2023-1931312,Mastercard,CS0461,TEC001,899.91,9,0,377.9622
OD1132,2023-05-12,CA-2023,1931490,CA-2023-1931490,Visa,CS0464,FUR004,1272.63,6,0.5,-814.4832
OD1133,2023-05-02,CA-2023,1933469,CA-2023-1933469,Visa,CS0464,FUR004,1272.63,6,0.5,-814.4832
OD1134,2023-05-22,CA-2023,1934014,CA-2023-1934014,Visa,CS0465,OS003,28.485,5,0.7,-20.889
OD1135,2023-05-02,CA-2023,1935930,CA-2023-1935930,Mastercard,CS0465,OS003,28.485,5,0.7,-20.889
OD1136,2023-05-11,CA-2023,1936061,CA-2023-1936061,Mastercard,CS0465,OS003,28.485,5,0.7,-20.889
OD1137,2023-05-08,CA-2023,1937479,CA-2023-1937479,Visa,CS0466,OS009,185.376,2,0.2,-34.758
OD1138,2023-05-20,CA-2023,1937723,CA-2023-1937723,Visa,CS0466,OS009,185.376,2,0.2,-34.758
OD1139,2023-05-24,CA-2023,1941464,CA-2023-1941464,E-wallet,CS0470,OS003,4.788,3,0.8,-7.9002
OD1140,2023-05-04,CA-2023,1943331,CA-2023-1943331,E-wallet,CS0470,OS003,4.788,3,0.8,-7.9002
OD1141,2023-05-24,CA-2023,194582,CA-2023-194582,Visa,CS0472,OS008,340.92,3,0,3.4092
OD1142,2023-05-15,CA-2023,194740,CA-2023-194740,Visa,CS0472,OS008,340.92,3,0,3.4092
OD1143,2023-05-14,CA-2023,195174,CA-2023-195174,Visa,CS0474,TEC004,703.968,4,0.2,87.996
OD1144,2023-05-15,CA-2023,1951758,CA-2023-1951758,Visa,CS0474,TEC004,703.968,4,0.2,87.996
OD1145,2023-05-25,CA-2023,1953630,CA-2023-1953630,Visa,CS0474,TEC004,703.968,4,0.2,87.996
OD1146,2023-05-13,CA-2023,1955470,CA-2023-1955470,Visa,CS0478,TEC004,95.76,6,0.2,7.182
OD1147,2023-05-13,CA-2023,1959322,CA-2023-1959322,Visa,CS0478,TEC004,95.76,6,0.2,7.182
OD1148,2023-05-06,CA-2023,1959370,CA-2023-1959370,Mastercard,CS0478,TEC004,95.76,6,0.2,7.182
OD1149,2023-05-14,CA-2023,1959871,CA-2023-1959871,Mastercard,CS0481,OS008,704.25,5,0,84.51
OD1150,2023-05-11,CA-2023,1962071,CA-2023-1962071,Mastercard,CS0481,OS008,704.25,5,0,84.51
OD1151,2023-05-04,CA-2023,1962590,CA-2023-1962590,Mastercard,CS0481,OS008,704.25,5,0,84.51
OD1152,2023-05-06,CA-2023,1963050,CA-2023-1963050,Mastercard,CS0482,TEC001,9.09,3,0,1.9089
OD1153,2023-05-26,CA-2023,1963222,CA-2023-1963222,Mastercard,CS0482,TEC001,9.09,3,0,1.9089
OD1154,2023-05-28,CA-2023,1963362,CA-2023-1963362,E-wallet,CS0484,TEC001,159.98,2,0,57.5928
OD1155,2023-05-14,CA-2023,1964381,CA-2023-1964381,E-wallet,CS0484,TEC001,159.98,2,0,57.5928
